,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATK,125,,,,ATK,101,,,,ATK,123,,,,ATK,84,,,,ATK,140,,,,ATK,100,,
,,,,DEF,70,,,,DEF,103,,,,DEF,67,,,,DEF,105,,,,DEF,55,,,,DEF,123,,
,,,,SPA,125,,,,SPA,107,,,,SPA,95,,,,SPA,104,,,,SPA,30,,,,SPA,122,,
,,,,SPD,70,,,,SPD,101,,,,SPD,85,,,,SPD,75,,,,SPD,55,,,,SPD,120,,
,,IF YOU'RE,,SPE,115,,,,SPE,61,,,,SPE,95,,,,SPE,52,,,,SPE,95,,,,SPE,80,,
,,LEVEL 56 ->>,,SPEED STAT:,,,166,,SPEED STAT:,,,90,,SPEED STAT:,,,140,,SPEED STAT:,,,88,,SPEED STAT:,,,140,,SPEED STAT:,,,122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NIHILEGO HAS 21 SPECIAL DEFENSE IVs IN ORDER FOR BEAST BOOST TO BOOST SPECIAL ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"FUCHSIA CITY
BRENDAN",,Gengar,,,,,Nihilego,,,,,Tapu Koko,,,,,Urshifu-R,,,,,Deoxys-A,,,,,Sceptile-Mega,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Timid,,,,,Naive,,,,,Jolly,,,,,Naive,,,,,Jolly,,,
,,,,Levitate,,,,,Beast Boost,,,,,Electric Surge,,,,,Unseen Fist,,,,,Pressure,,,,,"Overgrow
Technician (Mega)",,,
,,,,Focus Sash,,,,,Power Herb,,,,,Leftovers,,,,,Mystic Water,,,,,Life Orb,,,,,Sceptilite,,,
,,,,Shadow Ball,,,,,Meteor Beam,,,,,Wild Charge,,,,,Surg. Strikes,,,,,Psychic,,,,,Dragon Dance,,,
,,,,Sludge Wave,,,,,Sludge Wave,,,,,Play Rough,,,,,Close Combat,,,,,Ice Beam,,,,,Dual Chop,,,
,,,,Focus Blast,,,,,Thunderbolt,,,,,Rising Voltage,,,,,Aqua Jet,,,,,Extreme Speed,,,,,Bullet Seed,,,
,,,,Giga Drain,,,,,Grass Knot,,,,,Grass Knot,,,,,U-Turn,,,,,Fire Punch,,,,,Earthquake,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,
,,,,HP,60,,,,HP,109,,,,HP,70,,,,HP,100,,,,HP,50,,,,HP,70,,
,,,,ATK,65,,,,ATK,53,,,,ATK,115,,,,ATK,130,,,,ATK,180,,,,ATK,135,,
,,,,DEF,60,,,,DEF,47,,,,DEF,85,,,,DEF,100,,,,DEF,20,,,,DEF,75,,
,,,,SPA,130,,,,SPA,127,,,,SPA,95,,,,SPA,63,,,,SPA,180,,,,SPA,110,,
,,,,SPD,75,,,,SPD,131,,,,SPD,75,,,,SPD,60,,,,SPD,20,,,,SPD,85,,
,,IF YOU'RE,,SPE,110,,,,SPE,103,,,,SPE,130,,,,SPE,97,,,,SPE,150,,,,SPE,145,,
,,LEVEL 68 ->>,,SPEED STAT:,,,192,,SPEED STAT:,,,182,,SPEED STAT:,,,222,,SPEED STAT:,,,173,,SPEED STAT:,,,253,,SPEED STAT:,,,245
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: PERMANENT MAGMA STORM (FIRE TYPES ARE IMMUNE),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"CINNABAR ISL.
MAY",,Aggron,,,,,Jumpluff,,,,,Regieleki,,,,,Slowbro,,,,,Snorlax,,,,,Blaziken-Mega,,,
,,,,73,,,,,73,,,,,73,,,,,73,,,,,73,,,,,73,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Adamant,,,,,Jolly,,,,,Naive,,,,,Bold,,,,,Careful,,,,,Jolly,,,
,,,,Sturdy,,,,,Aerilate,,,,,Transistor,,,,,Regenerator,,,,,Thick Fat,,,,,Speed Boost (Both),,,
,,,,Custap Berry,,,,,Flying Gem,,,,,Life Orb,,,,,Leftovers,,,,,Leftovers,,,,,Blazikenite,,,
,,,,Stone Edge,,,,,Double-Edge,,,,,Thunderbolt,,,,,Scald,,,,,Body Slam,,,,,Swords Dance,,,
,,,,Heavy Slam,,,,,U-Turn,,,,,Electro Ball,,,,,Body Press,,,,,Darkest Lariat,,,,,Flare Blitz,,,
,,,,Heat Crash,,,,,Spore,,,,,Volt Switch,,,,,Teleport,,,,,Curse,,,,,Close Combat,,,
,,,,Endeavor,,,,,Synthesis,,,,,Explosion,,,,,Slack Off,,,,,Rest,,,,,Thunder Punch,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,
,,,,HP,70,,,,HP,75,,,,HP,80,,,,HP,95,,,,HP,160,,,,HP,80,,
,,,,ATK,110,,,,ATK,85,,,,ATK,100,,,,ATK,75,,,,ATK,110,,,,ATK,160,,
,,,,DEF,180,,,,DEF,70,,,,DEF,50,,,,DEF,110,,,,DEF,65,,,,DEF,80,,
,,,,SPA,60,,,,SPA,35,,,,SPA,100,,,,SPA,100,,,,SPA,65,,,,SPA,130,,
,,,,SPD,60,,,,SPD,95,,,,SPD,50,,,,SPD,80,,,,SPD,110,,,,SPD,80,,
,,,,SPE,50,,,,SPE,110,,,,SPE,200,,,,SPE,30,,,,SPE,30,,,,SPE,100,,
,,,,SPEED STAT:,,,100,,SPEED STAT:,,,206,,SPEED STAT:,,,350,,SPEED STAT:,,,71,,SPEED STAT:,,,71,,SPEED STAT:,,,190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 S. BOOST:,,,285
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(!) IF RIVAL HAS SQUIRTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: PERMANENT RAIN + RIVAL HAS SERENE GRACE EFFECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROUTE 22 #2
RIVAL",,Zapdos,,,,,Ferrothorn,,,,,Celesteela,,,,,Basculegion,,,,,Goodra,,,,,Blastoise-Mega,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Relaxed,,,,,Naive,,,,,Jolly,,,,,Modest,,,,,Timid,,,
,,,,Static,,,,,Iron Barbs,,,,,Beast Boost,,,,,Swift Swim,,,,,Hydration,,,,,"Rain Dish
Mega Launcher (Mega)",,,
,,,,Flyinium Z,,,,,Rocky Helmet,,,,,Weakness Pol.,,,,,Mystic Water,,,,,Leftovers,,,,,Blastoisinite,,,
,,,,Hurricane,,,,,Leech Seed,,,,,Autotomize,,,,,Wave Crash,,,,,Thunder,,,,,Shell Smash,,,
,,,,Thunder,,,,,Power Whip,,,,,Iron Head,,,,,Last Respects,,,,,Hydro Pump,,,,,Dark Pulse,,,
,,,,Weather Ball,,,,,Gyro Ball,,,,,Air Slash,,,,,Flip Turn,,,,,Ice Beam,,,,,Hydro Pump,,,
,,,,Roost,,,,,Thunder,,,,,Giga Drain,,,,,Zen Headbutt,,,,,Rest,,,,,Ice Beam,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,
,,,,HP,90,,,,HP,74,,,,HP,97,,,,HP,120,,,,HP,90,,,,HP,79,,
,,,,ATK,90,,,,ATK,94,,,,ATK,101,,,,ATK,112,,,,ATK,100,,,,ATK,103,,
,,,,DEF,85,,,,DEF,131,,,,DEF,103,,,,DEF,65,,,,DEF,70,,,,DEF,120,,
,,,,SPA,125,,,,SPA,54,,,,SPA,107,,,,SPA,80,,,,SPA,110,,,,SPA,135,,
,,,,SPD,90,,,,SPD,116,,,,SPD,101,,,,SPD,75,,,,SPD,150,,,,SPD,115,,
,,IF YOU'RE,,SPE,100,,,,SPE,20,,,,SPE,61,,,,SPE,78,,,,SPE,80,,,,SPE,78,,
,,LEVEL 82 ->>,,SPEED STAT:,,,213,,SPEED STAT:,,,33,,SPEED STAT:,,,143,,SPEED STAT:,,,173,,SPEED STAT:,,,161,,SPEED STAT:,,,173
,,,,,,,,,,,,,,,,,,,SWIFT SWIM:,,,346,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(!) IF RIVAL HAS CHARMANDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: PERMANENT MAGMA STORM (FIRE TYPES ARE IMMUNE),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROUTE 22 #2
RIVAL",,Charizard-MegaY,,,,,Garchomp,,,,,Sunflora,,,,,Zamazenta-C,,,,,Gliscor,,,,,Latias,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Timid,,,,,Jolly,,,,,Timid,,,,,Jolly,,,,,Jolly,,,,,Timid,,,
,,,,"Blaze
Drought (Mega)",,,,,Rough Skin,,,,,Chlorophyll,,,,,Dauntless Shield,,,,,Poison Heal,,,,,Levitate,,,
,,,,Charizardite Y,,,,,Yache Berry,,,,,Focus Sash,,,,,Rusted Shield,,,,,Toxic Orb,,,,,Leftovers,,,
,,,,Weather Ball,,,,,Swords Dance,,,,,Growth,,,,,Body Press,,,,,Swords Dance,,,,,Calm Mind,,,
,,,,Solar Beam,,,,,Scale Shot,,,,,Solar Beam,,,,,Bulk Up,,,,,Protect,,,,,Roost,,,
,,,,Focus Blast,,,,,Earthquake,,,,,Fiery Dance,,,,,Wild Charge,,,,,Earthquake,,,,,Mist Ball,,,
,,,,Protect,,,,,Stone Edge,,,,,HP Rock,,,,,Behem. Bash,,,,,Facade,,,,,Mystical Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,
,,,,HP,78,,,,HP,108,,,,HP,95,,,,HP,92,,,,HP,75,,,,HP,80,,
,,,,ATK,104,,,,ATK,130,,,,ATK,75,,,,ATK,120,,,,ATK,95,,,,ATK,80,,
,,,,DEF,78,,,,DEF,95,,,,DEF,55,,,,DEF,140,,,,DEF,125,,,,DEF,90,,
,,,,SPA,159,,,,SPA,80,,,,SPA,135,,,,SPA,80,,,,SPA,45,,,,SPA,110,,
,,,,SPD,115,,,,SPD,85,,,,SPD,85,,,,SPD,140,,,,SPD,75,,,,SPD,130,,
,,IF YOU'RE,,SPE,100,,,,SPE,102,,,,SPE,55,,,,SPE,128,,,,SPE,95,,,,SPE,110,,
,,LEVEL 82 ->>,,SPEED STAT:,,,213,,SPEED STAT:,,,216,,SPEED STAT:,,,130,,SPEED STAT:,,,264,,SPEED STAT:,,,204,,SPEED STAT:,,,231
,,,,,,,,,,,,,,CHLOROPHY.:,,,260,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,(!) IF RIVAL HAS BULBASAUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: PERMANENT SWAMP (PLAYER'S POKEMON SPEED STAT IS QUARTERED),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROUTE 22 #2
RIVAL",,Iron Hands,,,,,Kingambit,,,,,Primarina,,,,,Chandelure,,,,,Hydreigon,,,,,Venusaur-Mega,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Jolly,,,,,Adamant,,,,,Modest,,,,,Timid,,,,,Timid,,,,,Timid,,,
,,,,Quark Drive,,,,,Supreme Overlord,,,,,Liquid Voice,,,,,Shadow Tag,,,,,Levitate,,,,,"Overgrow
Thick Fat (Mega)",,,
,,,,Assault Vest,,,,,Chople Berry,,,,,Leftovers,,,,,Life Orb,,,,,Darkinium Z,,,,,Venusaurite,,,
,,,,Drain Punch,,,,,Swords Dance,,,,,Calm Mind,,,,,Flamethrower,,,,,Nasty Plot,,,,,Chloroblast,,,
,,,,Plasma Fists,,,,,Iron Head,,,,,Draining Kiss,,,,,Shadow Ball,,,,,Dark Pulse,,,,,Sludge Bomb,,,
,,,,Knock Off,,,,,Knock Off,,,,,Hyper Voice,,,,,Energy Ball,,,,,Flash Cannon,,,,,Earth Power,,,
,,,,Ice Punch,,,,,Brick Break,,,,,Ice Beam,,,,,Calm Mind,,,,,Flamethrower,,,,,Sleep Powder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,
,,,,HP,154,,,,HP,100,,,,HP,80,,,,HP,60,,,,HP,92,,,,HP,80,,
,,,,ATK,140,,,,ATK,135,,,,ATK,74,,,,ATK,55,,,,ATK,105,,,,ATK,100,,
,,,,DEF,108,,,,DEF,120,,,,DEF,74,,,,DEF,90,,,,DEF,90,,,,DEF,123,,
,,,,SPA,50,,,,SPA,60,,,,SPA,126,,,,SPA,145,,,,SPA,125,,,,SPA,122,,
,,,,SPD,68,,,,SPD,85,,,,SPD,116,,,,SPD,90,,,,SPD,90,,,,SPD,120,,
,,IF YOU'RE,,SPE,50,,,,SPE,50,,,,SPE,60,,,,SPE,80,,,,SPE,98,,,,SPE,80,,
,,LEVEL 82 ->>,,SPEED STAT:,,,123,,SPEED STAT:,,,112,,SPEED STAT:,,,128,,SPEED STAT:,,,177,,SPEED STAT:,,,210,,SPEED STAT:,,,177
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BATTLE EFFECT: PERMANENT SWAMP (PLAYER'S POKEMON SPEED STAT IS QUARTERED),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"ROUTE 23
BRENDAN",,Tyrantrum,,,,,Marowak-A,,,,,Empoleon,,,,,Landorus-I,,,,,Ursaluna-BM,,,,,Sceptile-Mega,,,
,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,,,Highest Lv,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Adamant,,,,,Adamant,,,,,Bold,,,,,Rash,,,,,Timid,,,,,Jolly,,,
,,,,Rock Head,,,,,Bone Zone,,,,,Competitive,,,,,Sheer Force,,,,,Scrappy,,,,,"Overgrow
Technician (Mega)",,,
,,,,Focus Sash,,,,,Thick Club,,,,,Leftovers,,,,,Life Orb,,,,,Assault Vest,,,,,Sceptilite,,,
,,,,Dragon Claw,,,,,Shadow Bone,,,,,Calm Mind,,,,,Earth Power,,,,,Hyper Voice,,,,,Swords Dance,,,
,,,,Head Smash,,,,,Fire Punch,,,,,Roost,,,,,Rock Slide,,,,,Earth Power,,,,,Dual Chop,,,
,,,,Earthquake,,,,,Bonemerang,,,,,Scald,,,,,Psychic,,,,,Blood Moon,,,,,Bullet Seed,,,
,,,,Close Combat,,,,,Swords Dance,,,,,Ice Beam,,,,,HP Ice,,,,,Aura Sphere,,,,,Earthquake,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,,,BASE STATS,,,
,,,,HP,82,,,,HP,60,,,,HP,84,,,,HP,89,,,,HP,113,,,,HP,70,,
,,,,ATK,121,,,,ATK,80,,,,ATK,86,,,,ATK,125,,,,ATK,70,,,,ATK,135,,
,,,,DEF,119,,,,DEF,110,,,,DEF,88,,,,DEF,90,,,,DEF,120,,,,DEF,75,,
,,,,SPA,69,,,,SPA,50,,,,SPA,111,,,,SPA,115,,,,SPA,135,,,,SPA,110,,
,,,,SPD,59,,,,SPD,80,,,,SPD,101,,,,SPD,80,,,,SPD,65,,,,SPD,85,,
,,IF YOU'RE,,SPE,71,,,,SPE,45,,,,SPE,60,,,,SPE,101,,,,SPE,52,,,,SPE,145,,
,,LEVEL 82 ->>,,SPEED STAT:,,,146,,SPEED STAT:,,,104,,SPEED STAT:,,,128,,SPEED STAT:,,,196,,SPEED STAT:,,,126,,SPEED STAT:,,,294
